CODIGO,TRABALHO,COLECAO,ARTE/HOT,SERVICO_GERAL,SERVICO_ESPECIFICO,DATA,QUANTIDADE,PRECO_TOTAL,PRECO_UNIT
4072,MELISSA,COLEÇÃO 2024,ONÇA,VERNIZ,VERNIZ LOCALIZADO,14/08/2023,1700,578,0.34
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,14/08/2023,1,185,185
4072,MELISSA,COLEÇÃO 2024,ONÇA,HOT,HOT STAMPING,14/08/2023,1700,2278,1.34
4157,MELISSA,COLEÇÃO 2024,ONÇA,VERNIZ,VERNIZ LOCALIZADO,14/08/2023,1100,374,0.34
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,14/08/2023,1,185,185
4157,MELISSA,COLEÇÃO 2024,ONÇA,HOT,HOT STAMPING,14/08/2023,1100,825,0.75
3976,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,VERNIZ,VERNIZ LOCALIZADO,14/08/2023,2750,726,0.26
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,14/08/2023,1,185,185
3976,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,HOT,HOT STAMPING,14/08/2023,2750,2062.50,0.75
4119,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,VERNIZ,VERNIZ LOCALIZADO,14/08/2023,1400,369.60,0.26
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,14/08/2023,1,185,185
4119,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,HOT,HOT STAMPING,14/08/2023,1400,1050,0.75
4065,MELISSA,COLEÇÃO 2024,COLMEIA,VERNIZ,VERNIZ LOCALIZADO,14/08/2023,1400,406,0.29
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,14/08/2023,1,185,185
4065,MELISSA,COLEÇÃO 2024,COLMEIA,HOT,HOT STAMPING,14/08/2023,1400,1876,1.34
4560,PASTEL BLOCK,COLEÇÃO 2024,2024,HOT,HOT STAMPING,14/08/2023,1200,340,0.28
4591,PASTEL BLOCK,COLEÇÃO 2024,2024,HOT,HOT STAMPING,14/08/2023,1000,340,0.34
4614,PASTEL BLOCK,COLEÇÃO 2024,2024,HOT,HOT STAMPING,14/08/2023,1100,340,0.31
,,,,PRÉ-PRODUÇÃO,CONFECCAO DE FOTOLITO,14/08/2023,1,30,30
4621,PASTEL BLOCK,COLEÇÃO 2024,LISTRAS,HOT,HOT STAMPING,14/08/2023,1000,670,0.67
,,,,PRÉ-PRODUÇÃO,CONFECCAO DE FOTOLITO,14/08/2023,1,30,30
4539,PASTEL BLOCK,COLEÇÃO 2024,LISTRAS,HOT,HOT STAMPING,14/08/2023,1700,2278,1.34
,,,,PRÉ-PRODUÇÃO,CONFECCAO DE FOTOLITO,14/08/2023,2,80,40
4515,PASTEL BLOCK,COLEÇÃO 2024,24,HOT,HOT STAMPING,14/08/2023,2230,758.20,0.34
,,,,PRÉ-PRODUÇÃO,CONFECCAO DE FOTOLITO,14/08/2023,1,30,30
4577,PASTEL BLOCK,COLEÇÃO 2024,LISTRAS,HOT,HOT STAMPING,14/08/2023,500,670,1.34
,,,,PRÉ-PRODUÇÃO,CONFECCAO DE FOTOLITO,14/08/2023,1,60,60
4638,PASTEL BLOCK,COLEÇÃO 2024,LISTRAS,HOT,HOT STAMPING,14/08/2023,1340,897.80,0.67
4645,PASTEL BLOCK,COLEÇÃO 2024,2024,HOT,HOT STAMPING,14/08/2023,1280,1433.60,1.12
4584,PASTEL BLOCK,COLEÇÃO 2024,24,HOT,HOT STAMPING,14/08/2023,1400,1260,0.90
4607,PASTEL BLOCK,COLEÇÃO 2024,LISTRAS,HOT,HOT STAMPING,14/08/2023,760,670,0.88
2856,ASTRAL,COLEÇÃO 2024,CARTAS DO ZODÍACO,HOT,HOT STAMPING,14/08/2023,2100,1575,0.75
,,,,PRÉ-PRODUÇÃO,CONFECCAO DE FOTOLITO,14/08/2023,1,37,37
2948,ASTRAL,COLEÇÃO 2024,CARTAS DO ZODÍACO,HOT,HOT STAMPING,14/08/2023,1000,670,0.67
,,,,PRÉ-PRODUÇÃO,CONFECCAO DE FOTOLITO,14/08/2023,1,30,30
2931,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,14/08/2023,1100,1474,1.34
,,,,PRÉ-PRODUÇÃO,CONFECCAO DE FOTOLITO,14/08/2023,1,30,30
2849,ASTRAL,COLEÇÃO 2024,CARTAS DO ZODÍACO,HOT,HOT STAMPING,14/08/2023,1550,1162.50,0.75
,,,,PRÉ-PRODUÇÃO,CONFECCAO DE FOTOLITO,14/08/2023,1,34,34
2887,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,14/08/2023,1200,1800,1.50
2979,ASTRAL,COLEÇÃO 2024,CARTAS DO ZODÍACO,HOT,HOT STAMPING,14/08/2023,1000,670,0.67
,,,,PRÉ-PRODUÇÃO,CONFECCAO DE FOTOLITO,14/08/2023,1,37,37
2924,ASTRAL,COLEÇÃO 2024,CARTAS DO ZODÍACO,HOT,HOT STAMPING,14/08/2023,1000,670,0.67
,,,,PRÉ-PRODUÇÃO,CONFECCAO DE FOTOLITO,14/08/2023,1,37,37
2818,ASTRAL,COLEÇÃO 2024,CARTAS DO ZODÍACO,HOT,HOT STAMPING,14/08/2023,1000,1340,1.34
2955,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,14/08/2023,1000,1500,1.50
,,,,PRÉ-PRODUÇÃO,CONFECCAO DE FOTOLITO,14/08/2023,1,47,47
3952,KRAFT,COLEÇÃO 2024,LINHA E PONTO,HOT,HOT STAMPING,14/08/2023,1600,1072,0.67
,,,,PRÉ-PRODUÇÃO,CONFECCAO DE FOTOLITO,14/08/2023,1,50,50
3921,KRAFT,COLEÇÃO 2024,LINHA E PONTO,HOT,HOT STAMPING,14/08/2023,800,670,0.84
,,,,PRÉ-PRODUÇÃO,CONFECCAO DE FOTOLITO,14/08/2023,1,76,76
3980,KRAFT,COLEÇÃO 2024,2024,HOT,HOT STAMPING,14/08/2023,1000,340,0.34
,,,,PRÉ-PRODUÇÃO,CONFECCAO DE FOTOLITO,14/08/2023,1,40,40
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,14/08/2023,24,48,2
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,14/08/2023,27,54,2
,COLEÇÃO 2024,COLEÇÃO 2024,CAPAS,LAMINAÇÃO,LAM. FOSCA FR,14/08/2023,4550,2816.45,0.62
,COLEÇÃO 2024,COLEÇÃO 2024,CAPAS,LAMINAÇÃO,LAM. FOSCA FR,14/08/2023,1160,588.12,0.51
,COLEÇÃO 2024,COLEÇÃO 2024,FORRO,LAMINAÇÃO,LAM. FOSCA FR,18/08/2023,7260,4385.04,0.60
,COLEÇÃO 2024,COLEÇÃO 2024,CALENDÁRIO,LAMINAÇÃO,LAM. FOSCA FR,18/08/2023,2740,1123.40,0.41
,COLEÇÃO 2024,COLEÇÃO 2024,CAPAS,LAMINAÇÃO,LAM. FOSCA FR,18/08/2023,1200,340,0.28
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,18/08/2023,690,450,0.65
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,18/08/2023,200,340,1.70
,COLEÇÃO 2024,COLEÇÃO 2024,CAPAS,LAMINAÇÃO,LAM. FOSCA FR,18/08/2023,1130,699.47,0.62
2771,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,18/08/2023,2700,4050,1.50
2917,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,18/08/2023,1680,2520,1.50
,,,,PRÉ-PRODUÇÃO,CONFECCAO DE FOTOLITO,18/08/2023,1,42,42
,ASTRAL,COLEÇÃO 2024,SIGNOS,HOT,HOT STAMPING,29/08/2023,5100,3417,0.67
3990,MELISSA,COLEÇÃO 2024,ONÇA,VERNIZ,VERNIZ LOCALIZADO,29/08/2023,1500,510,0.34
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,29/08/2023,1,185,185
3990,MELISSA,COLEÇÃO 2024,ONÇA,HOT,HOT STAMPING,29/08/2023,1500,1125,0.75
4058,MELISSA,COLEÇÃO 2024,ONÇA,HOT,HOT STAMPING,29/08/2023,1780,605.20,0.34
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,29/08/2023,1,185,185
4058,MELISSA,COLEÇÃO 2024,ONÇA,HOT,HOT STAMPING,29/08/2023,1780,1335,0.75
4027,MELISSA,COLEÇÃO 2024,CAMINHO DAS ABELHAS,HOT,HOT STAMPING,29/08/2023,2100,430.50,0.21
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,29/08/2023,1,185,185
4027,MELISSA,COLEÇÃO 2024,CAMINHO DAS ABELHAS,HOT,HOT STAMPING,29/08/2023,2100,420,0.20
4041,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,HOT,HOT STAMPING,29/08/2023,2000,580,0.29
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,29/08/2023,1,185,185
4041,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,HOT,HOT STAMPING,29/08/2023,2000,1340,0.67
3983,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,HOT,HOT STAMPING,29/08/2023,1640,475.60,0.29
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,29/08/2023,1,185,185
3983,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,HOT,HOT STAMPING,29/08/2023,1640,1098.80,0.67
3907,KRAFT,COLEÇÃO 2024,LINHA E PONTO,HOT,HOT STAMPING,29/08/2023,1000,670,0.67
3945,KRAFT,COLEÇÃO 2024,LINHA E PONTO,HOT,HOT STAMPING,29/08/2023,1000,670,0.67
2894,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,29/08/2023,1800,2700,1.50
2825,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,29/08/2023,2000,3000,1.50
2863,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,29/08/2023,1800,2700,1.50
2801,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,29/08/2023,1200,1800,1.50
,,,,PRÉ-PRODUÇÃO,CONFECCAO DE FOTOLITO,29/08/2023,1,42,42
2795,ASTRAL,COLEÇÃO 2024,CARTAS DO ZODÍACO,HOT,HOT STAMPING,29/08/2023,1300,1742,1.34
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,29/08/2023,84,168,2
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,29/08/2023,115,230,2
4010,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,VERNIZ,VERNIZ LOCALIZADO,01/09/2023,2100,554.40,0.26
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,01/09/2023,1,185,185
4010,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,HOT,HOT STAMPING,01/09/2023,2100,1407,0.67
4034,MELISSA,COLEÇÃO 2024,COLMEIA,VERNIZ,VERNIZ LOCALIZADO,01/09/2023,1750,358.75,0.21
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,01/09/2023,1,185,185
4034,MELISSA,COLEÇÃO 2024,COLMEIA,HOT,HOT STAMPING,01/09/2023,1750,1172.50,0.67
609,MELISSA,COLEÇÃO 2023,CAMINHO DAS ABELHAS,VERNIZ,VERNIZ LOCALIZADO,01/09/2023,1100,225.50,0.21
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,01/09/2023,1,185,185
609,MELISSA,COLEÇÃO 2023,CAMINHO DAS ABELHAS,HOT,HOT STAMPING,01/09/2023,1100,340,0.31
4003,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,VERNIZ,VERNIZ LOCALIZADO,01/09/2023,1500,396,0.26
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,01/09/2023,1,185,185
4003,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,HOT,HOT STAMPING,01/09/2023,1500,1005,0.67
2764,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,01/09/2023,2000,3000,1.50
2832,ASTRAL,COLEÇÃO 2024,CARTAS DO ZODÍACO,HOT,HOT STAMPING,01/09/2023,1300,1742,1.34
2900,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,01/09/2023,1100,1650,1.50
2870,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,01/09/2023,1050,1575,1.50
2375,PASTEL BLOCK,FRESCOR 2023,SPORT,HOT,HOT STAMPING,01/09/2023,1300,871,0.67
4553,PASTEL BLOCK,COLEÇÃO 2024,SPORT,HOT,HOT STAMPING,01/09/2023,1150,770.50,0.67
4546,PASTEL BLOCK,COLEÇÃO 2024,LISTRAS,HOT,HOT STAMPING,01/09/2023,1000,670,0.67
1873,COLEÇÃO 2023,COLEÇÃO 2023,CAPAS,LAMINAÇÃO,LAM. FOSCA FR,01/09/2023,1500,426,0.28
1873,MELISSA,COLEÇÃO 2023,COLMEIA,VERNIZ,VERNIZ LOCALIZADO,01/09/2023,1500,307.50,0.21
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,01/09/2023,1,185,185
1873,MELISSA,COLEÇÃO 2023,COLMEIA,HOT,HOT STAMPING,01/09/2023,1500,1005,0.67
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,01/09/2023,45,90,2
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,15/09/2023,1,185,185
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,15/09/2023,47,94,2
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,15/09/2023,210,420,2
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,15/09/2023,118,236,2
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,15/09/2023,225,450,2
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,15/09/2023,150,340,2.27
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,20/09/2023,265,340,1.28
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,20/09/2023,29,46.40,1.60
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,20/09/2023,380,450,1.18
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,20/09/2023,275,340,1.24
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,20/09/2023,12,19.20,1.60
,COLEÇÃO 2024,COLEÇÃO 2024,CAPAS,LAMINAÇÃO,LAM. FOSCA FR,29/09/2023,2150,1057.80,0.49
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,29/09/2023,1250,773.75,0.62
2313,PASTEL BLOCK,FRESCOR 2023,SPORT,HOT,HOT STAMPING,29/09/2023,1000,670,0.67
2368,PASTEL BLOCK,FRESCOR 2023,SPORT,HOT,HOT STAMPING,29/09/2023,1000,670,0.67
2351,PASTEL BLOCK,FRESCOR 2023,SPORT,HOT,HOT STAMPING,29/09/2023,1100,737,0.67
2306,PASTEL BLOCK,FRESCOR 2023,SPORT,HOT,HOT STAMPING,29/09/2023,1000,670,0.67
2320,PASTEL BLOCK,FRESCOR 2023,SPORT,HOT,HOT STAMPING,29/09/2023,1000,670,0.67
2948,ASTRAL,COLEÇÃO 2024,CARTAS DO ZODÍACO,HOT,HOT STAMPING,29/09/2023,600,670,1.12
3860,KRAFT,COLEÇÃO 2024,2024,HOT,HOT STAMPING,29/09/2023,350,340,0.97
3945,KRAFT,COLEÇÃO 2024,LINHA E PONTO,HOT,HOT STAMPING,29/09/2023,1200,804,0.67
609,MELISSA,COLEÇÃO 2023,CAMINHO DAS ABELHAS,VERNIZ,VERNIZ LOCALIZADO,29/09/2023,1000,205,0.21
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,29/09/2023,1,185,185
609,MELISSA,COLEÇÃO 2023,CAMINHO DAS ABELHAS,HOT,HOT STAMPING,29/09/2023,1000,340,0.34
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,29/09/2023,280,340,1.21
,PERSONALIZADO,2023,PERSONALIZADO,VERNIZ,VERNIZ LOCALIZADO AROMATIZADO,29/09/2023,280,290,1.04
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,29/09/2023,1,185,185
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,29/09/2023,27,43.20,1.60
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,29/09/2023,63,100.80,1.60
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,29/09/2023,20,40,2
,COLEÇÃO 2024,COLEÇÃO 2024,FORRO,LAMINAÇÃO,LAM. FOSCA FR,29/09/2023,3000,924,0.31
,COLEÇÃO 2023,COLEÇÃO 2023,CAPAS,LAMINAÇÃO,LAM. FOSCA FR,29/09/2023,1100,597.30,0.54
,COLEÇÃO 2024,COLEÇÃO 2024,CAPAS,LAMINAÇÃO,LAM. FOSCA FR,03/10/2023,1100,557.70,0.51
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,03/10/2023,30,60,2
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,03/10/2023,653,340,0.52
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,03/10/2023,238,340,1.43
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,03/10/2023,170,272,1.60
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,03/10/2023,156,312,2
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,03/10/2023,80,128,1.60
,PERSONALIZADO,2023,PERSONALIZADO,VERNIZ,VERNIZ LOCALIZADO,03/10/2023,80,205,2.56
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,03/10/2023,1,185,185
2887,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,03/10/2023,550,1500,2.73
4577,PASTEL BLOCK,COLEÇÃO 2024,LISTRAS,HOT,HOT STAMPING,03/10/2023,600,670,1.12
3853,KRAFT,COLEÇÃO 2024,2024,HOT,HOT STAMPING,17/10/2023,550,670,1.22
2801,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,17/10/2023,580,1500,2.59
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,17/10/2023,730,340,0.47
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,17/10/2023,590,450,0.76
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,17/10/2023,12,19.20,1.60
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,07/11/2023,650,402.35,0.62
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,07/11/2023,223,450,2.02
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,07/11/2023,453,450,0.99
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,07/11/2023,425,340,0.80
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,07/11/2023,440,450,1.02
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,07/11/2023,430,340,0.79
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,07/11/2023,73,116.80,1.60
548,MELISSA,COLEÇÃO 2023,COLMEIA,VERNIZ,VERNIZ LOCALIZADO,07/11/2023,640,205,0.32
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,07/11/2023,1,185,185
548,MELISSA,COLEÇÃO 2023,COLMEIA,HOT,HOT STAMPING,07/11/2023,640,670,1.05
4003,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,VERNIZ,VERNIZ LOCALIZADO,07/11/2023,860,264,0.31
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,07/11/2023,1,185,185
4003,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,HOT,HOT STAMPING,07/11/2023,860,670,0.78
2870,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,07/11/2023,450,1500,3.33
2955,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,07/11/2023,450,1500,3.33
3907,KRAFT,COLEÇÃO 2024,LINHA E PONTO,HOT,HOT STAMPING,13/11/2023,550,670,1.22
2849,ASTRAL,COLEÇÃO 2024,CARTAS DO ZODÍACO,HOT,HOT STAMPING,13/11/2023,1000,750,0.75
2979,ASTRAL,COLEÇÃO 2024,CARTAS DO ZODÍACO,HOT,HOT STAMPING,13/11/2023,500,670,1.34
,COLEÇÃO 2024,COLEÇÃO 2024,MDF,LAMINAÇÃO,LAM. FOSCA FR,13/11/2023,53,84.80,1.60
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,13/11/2023,68,136,2
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,13/11/2023,1100,340,0.31
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,13/11/2023,230,450,1.96
,COLEÇÃO 2024,COLEÇÃO 2024,CAPAS,LAMINAÇÃO,LAM. FOSCA FR,13/11/2023,1660,841.62,0.51
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,30/11/2023,115,230,2
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,30/11/2023,120,192,1.60
,COLEÇÃO 2024,COLEÇÃO 2024,CAPAS,LAMINAÇÃO,LAM. FOSCA FR,30/11/2023,1150,583.05,0.51
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,30/11/2023,16,25.60,1.60
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,30/11/2023,310,450,1.45
,COLEÇÃO 2024,COLEÇÃO 2024,MDF,LAMINAÇÃO,LAM. FOSCA FR,30/11/2023,3500,2166.50,0.62
2795,ASTRAL,COLEÇÃO 2024,CARTAS DO ZODÍACO,HOT,HOT STAMPING,30/11/2023,1000,1340,1.34
2764,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,30/11/2023,720,1500,2.08
4553,PASTEL BLOCK,COLEÇÃO 2024,SPORT,HOT,HOT STAMPING,30/11/2023,560,670,1.20
548,MELISSA,COLEÇÃO 2023,COLMEIA,VERNIZ,VERNIZ LOCALIZADO,30/11/2023,1500,307.50,0.21
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,30/11/2023,1,185,185
548,MELISSA,COLEÇÃO 2023,COLMEIA,HOT,HOT STAMPING,30/11/2023,1500,1005,0.67
1873,MELISSA,COLEÇÃO 2023,COLMEIA,VERNIZ,VERNIZ LOCALIZADO,30/11/2023,1650,338.25,0.21
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,30/11/2023,1,185,185
1873,MELISSA,COLEÇÃO 2023,COLMEIA,HOT,HOT STAMPING,30/11/2023,1650,1105.50,0.67
3983,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,VERNIZ,VERNIZ LOCALIZADO,30/11/2023,930,290,0.31
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,30/11/2023,1,185,185
3983,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,HOT,HOT STAMPING,30/11/2023,930,670,0.72
3990,MELISSA,COLEÇÃO 2024,ONÇA,VERNIZ,VERNIZ LOCALIZADO,30/11/2023,500,340,0.68
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,30/11/2023,1,185,185
3990,MELISSA,COLEÇÃO 2024,ONÇA,HOT,HOT STAMPING,30/11/2023,500,670,1.34
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,01/12/2023,1480,916.12,0.62
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,01/12/2023,317,340,1.07
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,01/12/2023,14,22.40,1.60
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,01/12/2023,340,340,1
4560,PASTEL BLOCK,COLEÇÃO 2024,2024,HOT,HOT STAMPING,01/12/2023,430,340,0.79
4539,PASTEL BLOCK,COLEÇÃO 2024,LISTRAS,HOT,HOT STAMPING,01/12/2023,500,1340,2.68
4621,PASTEL BLOCK,COLEÇÃO 2024,LISTRAS,HOT,HOT STAMPING,01/12/2023,350,670,1.91
4614,PASTEL BLOCK,COLEÇÃO 2024,2024,HOT,HOT STAMPING,01/12/2023,400,340,0.85
4591,PASTEL BLOCK,COLEÇÃO 2024,2024,HOT,HOT STAMPING,01/12/2023,400,340,0.85
4034,MELISSA,COLEÇÃO 2024,COLMEIA,HOT,HOT STAMPING,01/12/2023,1120,750.40,0.67
2818,ASTRAL,COLEÇÃO 2024,CARTAS DO ZODÍACO,HOT,HOT STAMPING,01/12/2023,1100,1474,1.34
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,13/12/2023,388,450,1.16
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,13/12/2023,290,450,1.55
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,13/12/2023,355,340,0.96
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,13/12/2023,10,16,1.60
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,13/12/2023,45,90,2
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,13/12/2023,54,108,2
,FRESCOR 2024,FRESCOR 2024,CAPAS,LAMINAÇÃO,LAM.SUPER FOSCA FR,13/12/2023,110,220,2
,KRAFT,COLEÇÃO 2024,2024,HOT,HOT STAMPING,13/12/2023,800,340,0.43
