CODIGO,TRABALHO,COLECAO,ARTE/HOT,SERVICO_GERAL,SERVICO_ESPECIFICO,DATA,QUANTIDADE,PRECO_TOTAL,PRECO_UNIT
7097,MELISSA,COLEÇÃO 2024,CASINHA DAS ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,11/03/2025,1550,480,0.31
8704,MOCHA PISTACHE,POCKET 2025,LUNGO,LAMINAÇÃO,LAM. FOSCA FR,11/03/2025,560,139.44,0.25
8728,MOCHA PISTACHE,POCKET 2025,LEITE,LAMINAÇÃO,LAM. FOSCA FR,11/03/2025,560,139.44,0.25
8735,MOCHA PISTACHE,POCKET 2025,CURTO,LAMINAÇÃO,LAM. FOSCA FR,11/03/2025,560,139.44,0.25
5574,BOSSA NOVA,FRESCOR 2024,BOÊMIA,LAMINAÇÃO,LAM. FOSCA FR,11/03/2025,560,139.44,0.25
6922,ATELIE,COLEÇÃO 2025,PRETO,LAMINAÇÃO,LAM. FOSCA FR,11/03/2025,740,92.13,0.12
6939,ATELIE,COLEÇÃO 2025,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,11/03/2025,740,92.13,0.12
6953,POLEN,COLEÇÃO 2025,AROMA AMARELO,LAMINAÇÃO,LAM. FOSCA FR,11/03/2025,740,92.13,0.12
6946,POLEN,COLEÇÃO 2025,AROMA AZUL,LAMINAÇÃO,LAM. FOSCA FR,11/03/2025,740,92.13,0.12
5529/5543,BOSSA NOVA,FRESCOR 2024,COLEGIAL,LAMINAÇÃO,LAM. FOSCA FR,11/03/2025,1500,253.79,0.17
5734,BEBE,ALBUM DO BEBÊ,BEBE CICERO,LAMINAÇÃO,LAM. FOSCA FR,11/03/2025,1500,253.79,0.17
7462,ATELIE,COLEÇÃO 2025,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,11/03/2025,660,169.19,0.26
6793,ATELIE,COLEÇÃO 2025,ROSA,LAMINAÇÃO,LAM. FOSCA FR,11/03/2025,660,169.19,0.26
6717,ATELIE,COLEÇÃO 2025,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,11/03/2025,660,169.19,0.26
8681,MOCHA PISTACHE,POCKET 2025,LEITE,LAMINAÇÃO,LAM. FOSCA FR,11/03/2025,560,126.89,0.23
8650,MOCHA PISTACHE,POCKET 2025,CHOCOLATE,LAMINAÇÃO,LAM. FOSCA FR,11/03/2025,560,126.89,0.23
8674,MOCHA PISTACHE,POCKET 2025,LUNGO,LAMINAÇÃO,LAM. FOSCA FR,11/03/2025,560,126.89,0.23
8667,MOCHA PISTACHE,POCKET 2025,CHOCOLATE,LAMINAÇÃO,LAM. FOSCA FR,11/03/2025,560,126.89,0.23
8698,MOCHA PISTACHE,POCKET 2025,CURTO,LAMINAÇÃO,LAM. FOSCA FR,11/03/2025,561,253.79,0.45
8711,MOCHA PISTACHE,POCKET 2025,CHOCOLATE,LAMINAÇÃO,LAM. FOSCA FR,11/03/2025,562,253.79,0.45
5574,BOSSA NOVA,FRESCOR 2024,BOÊMIA,HOT,HOT STAMPING,31/03/2025,560,814,1.45
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,31/03/2025,32,76.80,2.40
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,31/03/2025,23,55.20,2.40
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,31/03/2025,610,490,0.80
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,31/03/2025,310,490,1.58
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,31/03/2025,598,490,0.82
3732,NOTAS MIX,AVULSO,"PONTADO, PRETO",LAMINAÇÃO,LAM. FOSCA FR,31/03/2025,1290,170.60,0.13
3732,NOTAS MIX,AVULSO,"QUADRICULADO, PRETO",LAMINAÇÃO,LAM. FOSCA FR,31/03/2025,1290,170.60,0.13
3732,NOTAS MIX,AVULSO,"PAUTADO, PRETO",LAMINAÇÃO,LAM. FOSCA FR,31/03/2025,1290,170.60,0.13
3732,NOTAS MIX,AVULSO,"SEM PAUTA, PRETO",LAMINAÇÃO,LAM. FOSCA FR,31/03/2025,1290,170.60,0.13
,CAIXA PRESENTE,AVULSO,PROTÓTIPOS,LAMINAÇÃO,LAM.SUPER FOSCA FR,07/04/2025,23,55.20,2.40
,CAIXA PRESENTE,AVULSO,PRODUCAO,LAMINAÇÃO,LAM.SUPER FOSCA FR,07/04/2025,150,490,3.27
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,07/04/2025,21,50.40,2.40
4749,RIO,RIO,DOIS IRMÃOS,LAMINAÇÃO,LAM.SUPER FOSCA FR,07/04/2025,95,228,2.40
8434,FABULA,COLEÇÃO 2025,CAIXA,LAMINAÇÃO,LAM. FOSCA FR,07/04/2025,339,400,1.18
8434,FABULA,COLEÇÃO 2025,CARTÃO,LAMINAÇÃO,LAM. FOSCA FR,07/04/2025,750,404.25,0.54
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,14/04/2025,85,204,2.40
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,14/04/2025,16,38.40,2.40
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,14/04/2025,749,490,0.65
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,14/04/2025,723,490,0.68
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,28/04/2025,78,187.20,2.40
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,28/04/2025,344,490,1.42
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,28/04/2025,365,490,1.34
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,28/04/2025,70,168,2.40
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,28/04/2025,114,345.60,3.03
8434,RIO,RIO,COPACABANA,LAMINAÇÃO,LAM.SUPER FOSCA FR,28/04/2025,250,490,1.96
1681,PROTOTIPO,PERSONALIZADO,LUCIELE LAMBERT,LAMINAÇÃO,LAM.SUPER FOSCA FR,28/04/2025,16,38.40,2.40
5505/5499,BOSSA NOVA,FRESCOR 2024,BOÊMIA,HOT,HOT STAMPING,05/05/2025,1260,1025.64,0.81
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,05/05/2025,600,400,0.67
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,05/05/2025,259,490,1.89
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,12/05/2025,660,490,0.74
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,12/05/2025,398,490,1.23
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,12/05/2025,178,427.20,2.40
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,12/05/2025,304,490,1.61
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,12/05/2025,10,48,4.80
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,12/05/2025,180,432,2.40
,PROTOTIPO,COLEÇÃO 2026,COLEÇÃO 2026 JARDIM/LIBELULA/FABULA,LAMINAÇÃO,LAM.SUPER FOSCA FR,12/05/2025,1150,490,0.43
1873,MELISSA,COLEÇÃO 2025,COLMEIA,LAMINAÇÃO,LAM. FOSCA FR,19/05/2025,2000,516.50,0.26
3976,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,19/05/2025,2000,516.50,0.26
1873,MELISSA,COLEÇÃO 2025,COLMEIA,VERNIZ,VERNIZ LOCALIZADO,19/05/2025,2000,402.50,0.20
3976,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,VERNIZ,VERNIZ LOCALIZADO,19/05/2025,2000,402.50,0.20
3976,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,HOT,HOT STAMPING,19/05/2025,2000,1628,0.81
,PROTOTIPO,COLEÇÃO 2026,MELISSA/ORIGEM/BOSSA NOVA,LAMINAÇÃO,LAM.SUPER FOSCA FR,19/05/2025,1580,584.60,0.37
,PROTOTIPO,COLEÇÃO 2026,PRAIA/POLEN/ORIGENS,LAMINAÇÃO,LAM.SUPER FOSCA FR,19/05/2025,1148,490,0.43
1873,MELISSA,COLEÇÃO 2025,COLMEIA,HOT,HOT STAMPING,26/05/2025,2000,1628,0.81
,PROTOTIPO,COLEÇÃO 2026,GRAVAÇÃO DE TELA PARA PROTÓTIPOS,VERNIZ,VERNIZ LOCALIZADO,26/05/2025,15,3300,220
,PROTOTIPO,COLEÇÃO 2026,REVISTA NAMORADOS/CARTÃO CAIXA/FABULA,LAMINAÇÃO,LAM.SUPER FOSCA FR,26/05/2025,200,490,2.45
,PROTOTIPO,COLEÇÃO 2026,PLANNER REVISTA,LAMINAÇÃO,LAM.SUPER FOSCA FR,26/05/2025,69,165.60,2.40
,PROTOTIPO,COLEÇÃO 2026,CADERNO+FICHARIO,LAMINAÇÃO,LAM.SUPER FOSCA FR,26/05/2025,644,490,0.76
,COLEÇÃO 2025,AVULSO,KIT REVISTA NAMORADOS,LAMINAÇÃO,LAM.SUPER FOSCA FR,26/05/2025,22,52.80,2.40
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,26/05/2025,674,490,0.73
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,02/06/2025,15,36,2.40
,PERSONALIZADO,2025,PERSONALIZADO,VERNIZ,VERNIZ LOCALIZADO,02/06/2025,15,452,30.13
,PROTOTIPO,COLEÇÃO 2026,POLEN/BOSS ANOVA/FABULA,LAMINAÇÃO,LAM.SUPER FOSCA FR,02/06/2025,90,216,2.40
,PROTOTIPO,COLEÇÃO 2026,LUVA BB FABULA,LAMINAÇÃO,LAM.SUPER FOSCA FR,02/06/2025,56,134,2.39
,PROTOTIPO,COLEÇÃO 2026,LAMINAS COLEÇÃO 2026,LAMINAÇÃO,LAM.SUPER FOSCA FR,02/06/2025,404,490,1.21
,PROTOTIPO,COLEÇÃO 2026,LAMINAS CATALOGO,LAMINAÇÃO,LAM.SUPER FOSCA FR,02/06/2025,490,490,1
,PROTOTIPO,COLEÇÃO 2026,GRAVAÇÃO DE TELA PARA PROTÓTIPOS,LAMINAÇÃO,LAM.SUPER FOSCA FR,02/06/2025,3,660,220
5529/5543,BOSSA NOVA,FRESCOR 2024,BOÊMIA,LAMINAÇÃO,LAM. FOSCA FR,02/06/2025,3000,987,0.33
,BOSSA NOVA,FRESCOR 2024,BOÊMIA,HOT,HOT STAMPING,02/06/2025,3000,2442,0.81
,CADERNO ORGANIZADOR,AVULSO,FORRO,LAMINAÇÃO,LAM. FOSCA FR,09/06/2025,22640,4912.88,0.22
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,09/06/2025,179,429.60,2.40
,PROTOTIPO,COLEÇÃO 2026,PLANNER LIBELULA,LAMINAÇÃO,LAM.SUPER FOSCA FR,09/06/2025,23,55.20,2.40
,PROTOTIPO,COLEÇÃO 2026,CAPAS LIBELULA,LAMINAÇÃO,LAM.SUPER FOSCA FR,09/06/2025,140,336,2.40
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,09/06/2025,398,490,1.23
97,BOSSA NOVA,COLEÇÃO 2026,BOEMIA CARAMELO,HOT,HOT STAMPING,23/06/2025,2300,1872.20,0.81
165,BOSSA NOVA,COLEÇÃO 2026,BOEMIA CARAMELO,HOT,HOT STAMPING,23/06/2025,1800,1465.20,0.81
35,BOSSA NOVA,COLEÇÃO 2026,BOEMIA CARAMELO,HOT,HOT STAMPING,23/06/2025,1780,1448.92,0.81
73,BOSSA NOVA,COLEÇÃO 2026,BOEMIA CARAMELO,HOT,HOT STAMPING,23/06/2025,2240,1823.36,0.81
42,BOSSA NOVA,COLEÇÃO 2026,BOEMIA CARAMELO,HOT,HOT STAMPING,30/06/2025,2000,1628,0.81
127,BOSSA NOVA,COLEÇÃO 2026,BOEMIA CARAMELO,HOT,HOT STAMPING,30/06/2025,1100,895.40,0.81
80,BOSSA NOVA,COLEÇÃO 2026,BOEMIA CARAMELO,HOT,HOT STAMPING,30/06/2025,1180,960.52,0.81
134,BOSSA NOVA,COLEÇÃO 2026,BOEMIA CARAMELO,HOT,HOT STAMPING,30/06/2025,2050,1668.70,0.81
66,BOSSA NOVA,COLEÇÃO 2026,BOEMIA CARAMELO,HOT,HOT STAMPING,30/06/2025,2300,1872.20,0.81
59,BOSSA NOVA,COLEÇÃO 2026,BOEMIA CARAMELO,HOT,HOT STAMPING,30/06/2025,2580,2100.12,0.81
158,BOSSA NOVA,COLEÇÃO 2026,BOEMIA CARAMELO,HOT,HOT STAMPING,04/08/2025,1600,1302.40,0.81
141,BOSSA NOVA,COLEÇÃO 2026,BOÊMIA,HOT,HOT STAMPING,28/07/2025,1700,1383.80,0.81
7424,BOSSA NOVA,FRESCOR 2024,BOÊMIA,HOT,HOT STAMPING,14/07/2025,1050,854.70,0.81
5505/5499,BOSSA NOVA,FRESCOR 2024,BOÊMIA,HOT,HOT STAMPING,11/08/2025,1200,976.80,0.81
1100,ORIGENS,COLEÇÃO 2026,AQUA OFF WHITE,HOT,HOT STAMPING,30/06/2025,2700,4455,1.65
967,ORIGENS,COLEÇÃO 2026,AQUA AZUL,HOT,HOT STAMPING,30/06/2025,2200,3630,1.65
998,ORIGENS,COLEÇÃO 2026,AQUA AZUL,HOT,HOT STAMPING,30/06/2025,2200,3630,1.65
981,ORIGENS,COLEÇÃO 2026,AQUA TRAÇO,HOT,HOT STAMPING,30/06/2025,2200,3630,1.65
905,ORIGENS,COLEÇÃO 2026,AQUA TRAÇO,HOT,HOT STAMPING,08/07/2025,1810,2986.50,1.65
974,ORIGENS,COLEÇÃO 2026,TERRA,HOT,HOT STAMPING,08/07/2025,1800,2970,1.65
1070,ORIGENS,COLEÇÃO 2026,TERRA,HOT,HOT STAMPING,08/07/2025,1300,2145,1.65
1094,ORIGENS,COLEÇÃO 2026,TERRA,HOT,HOT STAMPING,08/07/2025,1450,2392.50,1.65
912,ORIGENS,COLEÇÃO 2026,AQUA OFF WHITE,HOT,HOT STAMPING,14/07/2025,2000,3300,1.65
943,ORIGENS,COLEÇÃO 2026,TERRA,HOT,HOT STAMPING,22/07/2025,2000,3300,1.65
899,ORIGENS,COLEÇÃO 2026,AQUA AZUL,HOT,HOT STAMPING,22/07/2025,2000,3300,1.65
936,ORIGENS,COLEÇÃO 2026,TERRA,HOT,HOT STAMPING,22/07/2025,3000,4950,1.65
950,ORIGENS,COLEÇÃO 2026,AQUA AZUL,HOT,HOT STAMPING,22/07/2025,2300,3795,1.65
929,ORIGENS,COLEÇÃO 2026,AQUA AZUL,HOT,HOT STAMPING,22/07/2025,2450,4042.50,1.65
1032,ORIGENS,COLEÇÃO 2026,TERRA,HOT,HOT STAMPING,11/08/2025,1700,2805,1.65
1001,ORIGENS,COLEÇÃO 2026,AQUA OFF WHITE,HOT,HOT STAMPING,11/08/2025,1800,2970,1.65
1049,ORIGENS,COLEÇÃO 2026,TERRA,HOT,HOT STAMPING,11/08/2025,2000,3300,1.65
1025,ORIGENS,COLEÇÃO 2026,AQUA AZUL,HOT,HOT STAMPING,11/08/2025,2000,3300,1.65
1087,ORIGENS,COLEÇÃO 2026,AQUA OFF WHITE,HOT,HOT STAMPING,11/08/2025,1500,1500,1
1018,ORIGENS,COLEÇÃO 2026,TERRA,HOT,HOT STAMPING,11/08/2025,2000,3300,1.65
1056,ORIGENS,COLEÇÃO 2026,AQUA AZUL,HOT,HOT STAMPING,11/08/2025,2150,3547.50,1.65
1063,ORIGENS,COLEÇÃO 2026,AQUA TRAÇO,HOT,HOT STAMPING,11/08/2025,1560,2574,1.65
8995,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,08/07/2025,2500,2035,0.81
8957,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,08/07/2025,2500,2035,0.81
8933,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,08/07/2025,1500,1221,0.81
9022,JARDIM,COLEÇÃO 2026,VERDE,HOT,HOT STAMPING,08/07/2025,2000,1628,0.81
9169,JARDIM,COLEÇÃO 2026,PRETO,HOT,HOT STAMPING,08/07/2025,1300,1058,0.81
9183,JARDIM,COLEÇÃO 2026,VERDE,HOT,HOT STAMPING,08/07/2025,1200,976.80,0.81
9190,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,08/07/2025,2270,1847.78,0.81
8988,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,08/07/2025,2900,2360.60,0.81
9008,JARDIM,COLEÇÃO 2026,PRETO,HOT,HOT STAMPING,08/07/2025,2500,2035,0.81
9015,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,14/07/2025,3000,2442,0.81
9176,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,14/07/2025,1300,1058.20,0.81
8964,JARDIM,COLEÇÃO 2026,VERDE,HOT,HOT STAMPING,22/07/2025,4200,6837.60,1.63
8971,JARDIM,COLEÇÃO 2026,PRETO,HOT,HOT STAMPING,22/07/2025,3500,2849,0.81
8940,JARDIM,COLEÇÃO 2026,VERDE,HOT,HOT STAMPING,22/07/2025,2300,1872.20,0.81
9206,JARDIM,COLEÇÃO 2026,PRETO,HOT,HOT STAMPING,28/07/2025,1800,1465.20,0.81
9046,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,28/07/2025,1600,1302.40,0.81
9138,JARDIM,COLEÇÃO 2026,PRETO,HOT,HOT STAMPING,28/07/2025,1200,976.80,0.81
9107,JARDIM,COLEÇÃO 2026,VERDE,HOT,HOT STAMPING,04/08/2025,1500,1221,0.81
9121,JARDIM,COLEÇÃO 2026,VERDE,HOT,HOT STAMPING,04/08/2025,1200,976.80,0.81
8926,JARDIM,COLEÇÃO 2026,PRETO,HOT,HOT STAMPING,08/07/2025,1500,1221,0.81
9114,JARDIM,COLEÇÃO 2026,PRETO,HOT,HOT STAMPING,04/08/2025,2100,1709.40,0.81
9077,JARDIM,COLEÇÃO 2026,PRETO,HOT,HOT STAMPING,04/08/2025,2000,1628,0.81
9084,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,04/08/2025,1700,1383.80,0.81
9053,JARDIM,COLEÇÃO 2026,PRETO,HOT,HOT STAMPING,04/08/2025,2300,1872.20,0.81
9091,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,04/08/2025,2300,1872.20,0.81
9213,JARDIM,COLEÇÃO 2026,VERDE,HOT,HOT STAMPING,04/08/2025,1800,1465.20,0.81
9060,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,04/08/2025,2200,1790.80,0.81
9039,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,04/08/2025,2000,1628,0.81
9220,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,28/07/2025,1200,976.80,0.81
9220,JARDIM,COLEÇÃO 2026,PRETO,HOT,HOT STAMPING,28/07/2025,1500,1221,0.81
9220,JARDIM,COLEÇÃO 2026,AZUL,HOT,HOT STAMPING,28/07/2025,1260,1025.60,0.81
9220,JARDIM,COLEÇÃO 2026,VERDE,HOT,HOT STAMPING,04/08/2025,1400,1139.60,0.81
9442,MELISSA,COLEÇÃO 2026,MINI BLOOMY,HOT,HOT STAMPING,22/07/2025,1800,2930.40,1.63
9404,MELISSA,COLEÇÃO 2026,MINI BLOOMY,HOT,HOT STAMPING,22/07/2025,1700,1383.80,0.81
9435,MELISSA,COLEÇÃO 2026,PINK BLOOMY,HOT,HOT STAMPING,30/06/2025,3480,2832.72,0.81
9459,MELISSA,COLEÇÃO 2026,MAX BLOOMY,HOT,HOT STAMPING,28/07/2025,3050,2482.70,0.81
9497,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,HOT,HOT STAMPING,14/07/2025,3800,3093.20,0.81
9473,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,HOT,HOT STAMPING,28/07/2025,3100,2523.40,0.81
9428,MELISSA,COLEÇÃO 2026,BLOCK BLOOMY,HOT,HOT STAMPING,22/07/2025,2300,1872.20,0.81
9480,MELISSA,COLEÇÃO 2026,PINK BLOOMY,HOT,HOT STAMPING,14/07/2025,3100,2523.40,0.81
9503,MELISSA,COLEÇÃO 2026,BLOCK BLOOMY,HOT,HOT STAMPING,14/07/2025,3300,2686.20,0.81
9411,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,HOT,HOT STAMPING,14/07/2025,2600,2116.40,0.81
9718,MELISSA,COLEÇÃO 2026,PINK BLOOMY,HOT,HOT STAMPING,14/07/2025,3800,3093.20,0.81
9695,MELISSA,COLEÇÃO 2026,MAX BLOOMY,HOT,HOT STAMPING,08/07/2025,1520,1237.28,0.81
9701,MELISSA,COLEÇÃO 2026,BLOCK BLOOMY,HOT,HOT STAMPING,14/07/2025,1300,1058.20,0.81
9572,MELISSA,COLEÇÃO 2026,MINI BLOOMY,HOT,HOT STAMPING,22/07/2025,2450,1994.30,0.81
9589,MELISSA,COLEÇÃO 2026,BLOCK BLOOMY,HOT,HOT STAMPING,14/07/2025,2500,2035,0.81
9565,MELISSA,COLEÇÃO 2026,PINK BLOOMY,HOT,HOT STAMPING,14/07/2025,3450,2808.30,0.81
9688,MELISSA,COLEÇÃO 2026,PINK BLOOMY,HOT,HOT STAMPING,11/07/2025,2000,1628,0.81
9664,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,HOT,HOT STAMPING,04/08/2025,1500,1221,0.81
9657,MELISSA,COLEÇÃO 2026,MAX BLOOMY,HOT,HOT STAMPING,04/08/2025,1500,1221,0.81
9602,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,HOT,HOT STAMPING,22/07/2025,2600,2116.40,0.81
9596,MELISSA,COLEÇÃO 2026,MAX BLOOMY,HOT,HOT STAMPING,22/07/2025,3000,2442,0.81
9626,MELISSA,COLEÇÃO 2026,BLOCK BLOOMY,HOT,HOT STAMPING,04/08/2025,3100,1709.40,0.55
9633,MELISSA,COLEÇÃO 2026,MINI BLOOMY,HOT,HOT STAMPING,11/08/2025,2300,3795,1.65
9619,MELISSA,COLEÇÃO 2026,PINK BLOOMY,HOT,HOT STAMPING,04/08/2025,2300,3744.40,1.63
9749,MELISSA,COLEÇÃO 2026,MINI BLOOMY,HOT,HOT STAMPING,11/08/2025,1500,1628,1.09
9534,MELISSA,COLEÇÃO 2026,PINK BLOOMY,HOT,HOT STAMPING,22/07/2025,2500,2279.20,0.91
9732,MELISSA,COLEÇÃO 2026,MAX BLOOMY,HOT,HOT STAMPING,04/08/2025,1280,1041.92,0.81
9541,MELISSA,COLEÇÃO 2026,BLOCK BLOOMY,HOT,HOT STAMPING,11/08/2025,2300,1872.20,0.81
9527,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,HOT,HOT STAMPING,11/08/2025,1500,1221,0.81
9558,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,HOT,HOT STAMPING,11/08/2025,1700,1383.30,0.81
9558,MELISSA,COLEÇÃO 2026,MAX BLOOMY,HOT,HOT STAMPING,04/08/2025,1700,1383.30,0.81
103,BOSSA NOVA,COLEÇÃO 2026,BASE CALENDARIO,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,2295,998.31,0.43
9145,JARDIM,COLEÇÃO 2026,BASE CALENDARIO,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,2295,998.31,0.43
806,FABULA,COLEÇÃO 2026,CARTÕES MESVERSARIO,LAMINAÇÃO,LAM. FOSCA FR,04/08/2025,670,400,0.60
806,FABULA,COLEÇÃO 2026,LUVA CARTAO MESVERSARIO,LAMINAÇÃO,LAM. FOSCA FR,04/08/2025,250,400,1.60
547,POLEN,COLEÇÃO 2026,AZUL,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,2540,387.70,0.15
97,BOSSA NOVA,COLEÇÃO 2026,CARAMELO,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,2540,387.70,0.15
516,POLEN,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,2500,609.46,0.24
73,BOSSA NOVA,COLEÇÃO 2026,CARAMELO,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,2500,609.46,0.24
783,POLEN,COLEÇÃO 2026,AZUL,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1900,502.90,0.26
165,BOSSA NOVA,COLEÇÃO 2026,CARAMELO,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1900,502.90,0.26
493,POLEN,COLEÇÃO 2026,GARRAFA,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,2500,660.90,0.26
66,BOSSA NOVA,COLEÇÃO 2026,CARAMELO,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,2500,660.90,0.26
455,POLEN,COLEÇÃO 2026,AZUL,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1800,394.89,0.22
585,POLEN,COLEÇÃO 2026,GARRAFA,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1800,394.89,0.22
35,BOSSA NOVA,COLEÇÃO 2026,CARAMELO,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1800,394.89,0.22
554,POLEN,COLEÇÃO 2026,GARRAFA,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,3000,657.98,0.22
486,POLEN,COLEÇÃO 2026,GARRAFA,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,3000,657.98,0.22
80,BOSSA NOVA,COLEÇÃO 2026,CARAMELO,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,3000,657.98,0.22
523,POLEN,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,2400,526.36,0.22
42,BOSSA NOVA,COLEÇÃO 2026,CARAMELO,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,2400,526.36,0.22
59,BOSSA NOVA,COLEÇÃO 2026,CARAMELO,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,2400,526.36,0.22
509,POLEN,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1500,328.97,0.22
431,POLEN,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1500,328.97,0.22
448,POLEN,COLEÇÃO 2026,LATA,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1500,328.97,0.22
530,POLEN,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,2200,482.56,0.22
462,POLEN,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,2200,482.56,0.22
