CODIGO,TRABALHO,COLECAO,ARTE/HOT,SERVICO_GERAL,SERVICO_ESPECIFICO,DATA,QUANTIDADE,PRECO_TOTAL,PRECO_UNIT
7097,MELISSA,COLEÇÃO 2025,CASINHA DAS ABELHAS,HOT,HOT STAMPING,2024-12-02,965,350.0,0.36
609,MELISSA,COLEÇÃO 2025,CAMINHO DAS ABELHAS,HOT,HOT STAMPING,2024-12-02,2000,1465.0,0.73
4003,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,HOT,HOT STAMPING,2024-12-02,1000,740.0,0.74
5529/5543,BOSSA NOVA,FRESCOR 2024,BOÊMIA,HOT,HOT STAMPING,2024-12-02,1900,1406.0,0.74
não especificado,PERSONALIZADO,2024,PERSONALIZADO,HOT,HOT STAMPING,2024-12-02,420,740.0,1.76
não especificado,PERSONALIZADO,2024,PERSONALIZADO,HOT,HOT STAMPING,2024-12-02,420,740.0,1.76
3976,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,2024-12-02,1500,929.0,0.62
3976,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,VERNIZ,VERNIZ LOCALIZADO,2024-12-02,1500,540.0,0.36
3976,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,HOT,HOT STAMPING,2024-12-02,1500,530.0,0.35
4119,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,VERNIZ,VERNIZ LOCALIZADO,2024-12-02,2000,640.0,0.32
4119,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,HOT,HOT STAMPING,2024-12-02,2000,1480.0,0.74
548,MELISSA,COLEÇÃO 2025,COLMEIA,VERNIZ,VERNIZ LOCALIZADO,2024-12-02,1700,740.0,0.44
548,MELISSA,COLEÇÃO 2025,COLMEIA,HOT,HOT STAMPING,2024-12-02,1700,574.0,0.34
1873,MELISSA,COLEÇÃO 2025,COLMEIA,VERNIZ,VERNIZ LOCALIZADO,2024-12-02,1800,596.0,0.33
1873,MELISSA,COLEÇÃO 2025,COLMEIA,HOT,HOT STAMPING,2024-12-02,1800,1332.0,0.74
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-12-09,184,404.8,2.2
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-12-09,166,365.2,2.2
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-12-09,63,138.6,2.2
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-12-09,500,450.0,0.9
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-12-09,267,450.0,1.69
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-12-16,340,450.0,1.32
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-12-16,323,450.0,1.39
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-12-16,1010,450.0,0.45
6724,MELISSA,COLEÇÃO 2025,CASINHA DAS ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,2024-12-16,1000,206.33,0.21
6854,MELISSA,COLEÇÃO 2025,CASINHA DAS ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,2024-12-16,1000,206.33,0.21
3983,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,2024-12-16,1000,206.33,0.21
6724,MELISSA,COLEÇÃO 2025,CASINHA DAS ABELHAS,VERNIZ,VERNIZ LOCALIZADO,2024-12-16,1000,160.0,0.16
6854,MELISSA,COLEÇÃO 2025,CASINHA DAS ABELHAS,VERNIZ,VERNIZ LOCALIZADO,2024-12-16,1000,160.0,0.16
3983,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,VERNIZ,VERNIZ LOCALIZADO,2024-12-16,1000,160.0,0.16
4034,MELISSA,COLEÇÃO 2025,COLMEIA,LAMINAÇÃO,LAM. FOSCA FR,2024-12-16,1500,373.5,0.25
3976,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,2024-12-16,1500,373.5,0.25
4034,MELISSA,COLEÇÃO 2025,COLMEIA,VERNIZ,VERNIZ LOCALIZADO,2024-12-16,1500,290.0,0.19
3976,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,VERNIZ,VERNIZ LOCALIZADO,2024-12-16,1500,290.0,0.19
4034,MELISSA,COLEÇÃO 2025,COLMEIA,HOT,HOT STAMPING,2024-12-16,1500,1110.0,0.74
3976,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,HOT,HOT STAMPING,2024-12-27,1530,1132.2,0.74
3983,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,HOT,HOT STAMPING,2024-12-27,1000,740.0,0.74
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-12-27,143,314.6,2.2
8285,LITORAL,FRESCOR 2025,REVOADA AZUL,LAMINAÇÃO,LAM. FOSCA FR,2024-12-27,2000,425.05,0.21
8278,LAGOA,FRESCOR 2025,REVOADA OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2024-12-27,2000,425.05,0.21
8520,LAGOA,FRESCOR 2025,PEDALINHO,LAMINAÇÃO,LAM. FOSCA FR,2024-12-27,2000,425.05,0.21
8261,LITORAL,FRESCOR 2025,CARDUME,LAMINAÇÃO,LAM. FOSCA FR,2024-12-27,1000,212.52,0.21
8377,LITORAL,FRESCOR 2025,CARDUME,LAMINAÇÃO,LAM. FOSCA FR,2024-12-27,1000,212.52,0.21
8483,LAGOA,FRESCOR 2025,PEDALINHO,LAMINAÇÃO,LAM. FOSCA FR,2024-12-27,1000,212.52,0.21
8421,LAGOA,FRESCOR 2025,PEDALINHO,LAMINAÇÃO,LAM. FOSCA FR,2024-12-27,1500,249.0,0.17
8445,LAGOA,FRESCOR 2025,CISNE FLORAL OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2024-12-27,1500,249.0,0.17
8322,LITORAL,FRESCOR 2025,MAR,LAMINAÇÃO,LAM. FOSCA FR,2024-12-27,1500,249.0,0.17
8309,LITORAL,FRESCOR 2025,REVOADA OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2024-12-27,1000,124.5,0.12
8309,LITORAL,FRESCOR 2025,REVOADA AZUL,LAMINAÇÃO,LAM. FOSCA FR,2024-12-27,1000,124.5,0.12
8309,LITORAL,FRESCOR 2025,MAR,LAMINAÇÃO,LAM. FOSCA FR,2024-12-27,1000,124.5,0.12
8309,LITORAL,FRESCOR 2025,CARDUME,LAMINAÇÃO,LAM. FOSCA FR,2024-12-27,1000,124.5,0.12
8254,LITORAL,FRESCOR 2025,REVOADA AZUL,LAMINAÇÃO,LAM. FOSCA FR,2025-01-06,1500,316.0,0.21
8292,LITORAL,FRESCOR 2025,MAR,LAMINAÇÃO,LAM. FOSCA FR,2025-01-06,1500,316.0,0.21
8476,LAGOA,FRESCOR 2025,CISNE FLORAL OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-01-06,1500,316.0,0.21
8353,LITORAL,FRESCOR 2025,REVOADA AZUL,LAMINAÇÃO,LAM. FOSCA FR,2025-01-06,1000,475.5,0.48
8469,LAGOA,FRESCOR 2025,CISNE FLORAL OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-01-06,1000,475.5,0.48
8513,LAGOA,FRESCOR 2025,CISNE FLORAL OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-01-06,1500,316.0,0.21
8438,LAGOA,FRESCOR 2025,PASSEIO DOS CISNES,LAMINAÇÃO,LAM. FOSCA FR,2025-01-06,1500,316.0,0.21
8349,LITORAL,FRESCOR 2025,CARDUME,LAMINAÇÃO,LAM. FOSCA FR,2025-01-06,1500,316.0,0.21
8360,LITORAL,FRESCOR 2025,REVOADA OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-01-13,1500,373.5,0.25
8506,LAGOA,FRESCOR 2025,PASSEIO DOS CISNES,LAMINAÇÃO,LAM. FOSCA FR,2025-01-13,1500,373.5,0.25
8391,LITORAL,FRESCOR 2025,REVOADA OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-01-13,1000,249.0,0.25
8537,LAGOA,FRESCOR 2025,PASSEIO DOS CISNES,LAMINAÇÃO,LAM. FOSCA FR,2025-01-13,1000,249.0,0.25
8315,LITORAL,FRESCOR 2025,REVOADA OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-01-13,1500,373.5,0.25
8452,LAGOA,FRESCOR 2025,CISNE FLORAL VERDE,LAMINAÇÃO,LAM. FOSCA FR,2025-01-13,1500,373.5,0.25
8407,LAGOA,FRESCOR 2025,CISNE FLORAL VERDE,LAMINAÇÃO,LAM. FOSCA FR,2025-01-13,1500,309.5,0.21
8414,LAGOA,FRESCOR 2025,CISNE FLORAL VERDE,LAMINAÇÃO,LAM. FOSCA FR,2025-01-13,1500,309.5,0.21
8339,LITORAL,FRESCOR 2025,REVOADA AZUL,LAMINAÇÃO,LAM. FOSCA FR,2025-01-13,1500,309.5,0.21
8490,LAGOA,FRESCOR 2025,CISNE FLORAL VERDE,LAMINAÇÃO,LAM. FOSCA FR,2025-01-13,1500,489.01,0.33
8384,LITORAL,FRESCOR 2025,REVOADA AZUL,LAMINAÇÃO,LAM. FOSCA FR,2025-01-13,1500,489.01,0.33
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-01-13,99,217.8,2.2
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-01-13,218,450.0,2.06
8452,LAGOA,FRESCOR 2025,CISNE FLORAL VERDE,HOT,HOT STAMPING,2025-01-22,1500,630.0,0.42
8414,LAGOA,FRESCOR 2025,CISNE FLORAL VERDE,HOT,HOT STAMPING,2025-01-22,1550,651.0,0.42
8490,LAGOA,FRESCOR 2025,CISNE FLORAL VERDE,HOT,HOT STAMPING,2025-01-22,1400,588.0,0.42
8506,LAGOA,FRESCOR 2025,PASSEIO DOS CISNES,HOT,HOT STAMPING,2025-01-22,1550,651.0,0.42
8445,LAGOA,FRESCOR 2025,CISNE FLORAL OFF WHITE,HOT,HOT STAMPING,2025-01-22,1350,567.0,0.42
8407,LAGOA,FRESCOR 2025,CISNE FLORAL VERDE,HOT,HOT STAMPING,2025-01-22,1550,651.0,0.42
8469,LAGOA,FRESCOR 2025,CISNE FLORAL OFF WHITE,HOT,HOT STAMPING,2025-01-22,1550,651.0,0.42
8537,LAGOA,FRESCOR 2025,PASSEIO DOS CISNES,HOT,HOT STAMPING,2025-01-22,1000,420.0,0.42
8520,LAGOA,FRESCOR 2025,PEDALINHO,HOT,HOT STAMPING,2025-01-22,2000,840.0,0.42
8483,LAGOA,FRESCOR 2025,PEDALINHO,HOT,HOT STAMPING,2025-01-22,1040,436.0,0.42
8421,LAGOA,FRESCOR 2025,PEDALINHO,HOT,HOT STAMPING,2025-01-22,1350,567.0,0.42
8438,LAGOA,FRESCOR 2025,PASSEIO DOS CISNES,HOT,HOT STAMPING,2025-01-22,1530,642.0,0.42
8413,,FRESCOR 2025,CISNE FLORAL OFF WHITE,HOT,HOT STAMPING,2025-01-22,1550,651.0,0.42
8476,,FRESCOR 2025,CISNE FLORAL OFF WHITE,HOT,HOT STAMPING,2025-01-22,1500,630.0,0.42
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-01-22,430,450.0,1.05
5505,BOSSA NOVA,FRESCOR 2024,BOÊMIA,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-01-22,30,66.0,2.2
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-01-28,14,30.8,2.2
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-01-28,20,44.0,2.2
548,MELISSA,COLEÇÃO 2023,PLANNER SEMANAL NOTAS A5 - COLMEIA,VERNIZ,VERNIZ LOCALIZADO,2025-01-28,1820,600.8,0.33
548,MELISSA,COLEÇÃO 2023,COLMEIA,HOT,HOT STAMPING,2025-01-28,1820,1310.0,0.72
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-02-10,59,129.8,2.2
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-02-10,220,450.0,2.05
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-02-10,168,369.6,2.2
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-02-10,8,17.6,2.2
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-02-10,275,450.0,1.64
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-02-10,71,156.2,2.2
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-02-17,420,450.0,1.07
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-02-17,385,450.0,1.17
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-02-17,12,26.4,2.2
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-02-24,340,450.0,1.32
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-02-24,31,68.2,2.2
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-03-11,7,15.4,2.2
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-03-11,78,171.6,2.2
5734,FABULA,COLEÇÃO 2025,LUVA,HOT,HOT STAMPING,2025-03-11,1350,2025.0,1.5
5734,BEBE,ALBUM DO BEBÊ,BEBE CICERO,HOT,HOT STAMPING,2025-03-11,1500,2250.0,1.5
5529/5543,BOSSA NOVA,FRESCOR 2024,BOÊMIA,HOT,HOT STAMPING,2025-03-11,1470,1087.8,0.0
609,MELISSA,COLEÇÃO 2023,CAMINHO DAS ABELHAS,VERNIZ,VERNIZ LOCALIZADO,2025-03-11,1550,308.97,0.2
7097,MELISSA,COLEÇÃO 2024,CASINHA DAS ABELHAS,VERNIZ,VERNIZ LOCALIZADO,2025-03-11,1550,308.97,0.2
609,MELISSA,COLEÇÃO 2023,CAMINHO DAS ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,2025-03-11,1550,480.0,0.31
7097,MELISSA,COLEÇÃO 2024,CASINHA DAS ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,2025-03-11,1550,480.0,0.31
8704,MOCHA PISTACHE,POCKET 2025,LUNGO,LAMINAÇÃO,LAM. FOSCA FR,2025-03-11,560,139.44,0.25
8728,MOCHA PISTACHE,POCKET 2025,LEITE,LAMINAÇÃO,LAM. FOSCA FR,2025-03-11,560,139.44,0.25
8735,MOCHA PISTACHE,POCKET 2025,CURTO,LAMINAÇÃO,LAM. FOSCA FR,2025-03-11,560,139.44,0.25
5574,BOSSA NOVA,FRESCOR 2024,BOÊMIA,LAMINAÇÃO,LAM. FOSCA FR,2025-03-11,560,139.44,0.25
6922,ATELIE,COLEÇÃO 2025,PRETO,LAMINAÇÃO,LAM. FOSCA FR,2025-03-11,740,92.13,0.12
6939,ATELIE,COLEÇÃO 2025,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-03-11,740,92.13,0.12
6953,POLEN,COLEÇÃO 2025,AROMA AMARELO,LAMINAÇÃO,LAM. FOSCA FR,2025-03-11,740,92.13,0.12
6946,POLEN,COLEÇÃO 2025,AROMA AZUL,LAMINAÇÃO,LAM. FOSCA FR,2025-03-11,740,92.13,0.12
5529/5543,BOSSA NOVA,FRESCOR 2024,COLEGIAL,LAMINAÇÃO,LAM. FOSCA FR,2025-03-11,1500,253.79,0.17
5734,BEBE,ALBUM DO BEBÊ,BEBE CICERO,LAMINAÇÃO,LAM. FOSCA FR,2025-03-11,1500,253.79,0.17
7462,ATELIE,COLEÇÃO 2025,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-03-11,660,169.19,0.26
6793,ATELIE,COLEÇÃO 2025,ROSA,LAMINAÇÃO,LAM. FOSCA FR,2025-03-11,660,169.19,0.26
6717,ATELIE,COLEÇÃO 2025,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-03-11,660,169.19,0.26
8681,MOCHA PISTACHE,POCKET 2025,LEITE,LAMINAÇÃO,LAM. FOSCA FR,2025-03-11,560,126.89,0.23
8650,MOCHA PISTACHE,POCKET 2025,CHOCOLATE,LAMINAÇÃO,LAM. FOSCA FR,2025-03-11,560,126.89,0.23
8674,MOCHA PISTACHE,POCKET 2025,LUNGO,LAMINAÇÃO,LAM. FOSCA FR,2025-03-11,560,126.89,0.23
8667,MOCHA PISTACHE,POCKET 2025,CHOCOLATE,LAMINAÇÃO,LAM. FOSCA FR,2025-03-11,560,126.89,0.23
8698,MOCHA PISTACHE,POCKET 2025,CURTO,LAMINAÇÃO,LAM. FOSCA FR,2025-03-11,561,253.79,0.45
8711,MOCHA PISTACHE,POCKET 2025,CHOCOLATE,LAMINAÇÃO,LAM. FOSCA FR,2025-03-11,562,253.79,0.45
5574,BOSSA NOVA,FRESCOR 2024,BOÊMIA,HOT,HOT STAMPING,2025-03-31,560,814.0,1.45
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-03-31,32,76.8,2.4
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-03-31,23,55.2,2.4
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-03-31,610,490.0,0.8
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-03-31,310,490.0,1.58
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-03-31,598,490.0,0.82
3732,NOTAS MIX,AVULSO,"PONTADO, PRETO",LAMINAÇÃO,LAM. FOSCA FR,2025-03-31,1290,170.6,0.13
3732,NOTAS MIX,AVULSO,"QUADRICULADO, PRETO",LAMINAÇÃO,LAM. FOSCA FR,2025-03-31,1290,170.6,0.13
3732,NOTAS MIX,AVULSO,"PAUTADO, PRETO",LAMINAÇÃO,LAM. FOSCA FR,2025-03-31,1290,170.6,0.13
3732,NOTAS MIX,AVULSO,"SEM PAUTA, PRETO",LAMINAÇÃO,LAM. FOSCA FR,2025-03-31,1290,170.6,0.13
não especificado,CAIXA PRESENTE,AVULSO,PROTÓTIPOS,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-04-07,23,55.2,2.4
não especificado,CAIXA PRESENTE,AVULSO,PRODUCAO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-04-07,150,490.0,3.27
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-04-07,21,50.4,2.4
4749,RIO,RIO,DOIS IRMÃOS,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-04-07,95,228.0,2.4
8434,FABULA,COLEÇÃO 2025,CAIXA,LAMINAÇÃO,LAM. FOSCA FR,2025-04-07,339,400.0,1.18
8434,FABULA,COLEÇÃO 2025,CARTÃO,LAMINAÇÃO,LAM. FOSCA FR,2025-04-07,750,404.25,0.54
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-04-14,85,204.0,2.4
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-04-14,16,38.4,2.4
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-04-14,749,490.0,0.65
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-04-14,723,490.0,0.68
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-04-28,78,187.2,2.4
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-04-28,344,490.0,1.42
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-04-28,365,490.0,1.34
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-04-28,70,168.0,2.4
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-04-28,114,345.6,3.03
8434,RIO,RIO,COPACABANA,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-04-28,250,490.0,1.96
1681,PROTOTIPO,PERSONALIZADO,LUCIELE LAMBERT,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-04-28,16,38.4,2.4
5505/5499,BOSSA NOVA,FRESCOR 2024,BOÊMIA,HOT,HOT STAMPING,2025-05-05,1260,1025.64,0.81
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2025-05-05,600,400.0,0.67
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-05-05,259,490.0,1.89
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-05-12,660,490.0,0.74
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-05-12,398,490.0,1.23
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-05-12,178,427.2,2.4
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-05-12,304,490.0,1.61
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-05-12,10,48.0,4.8
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-05-12,180,432.0,2.4
não especificado,PROTOTIPO,COLEÇÃO 2026,COLEÇÃO 2026 JARDIM/LIBELULA/FABULA,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-05-12,1150,490.0,0.43
1873,MELISSA,COLEÇÃO 2025,COLMEIA,LAMINAÇÃO,LAM. FOSCA FR,2025-05-19,2000,516.5,0.26
3976,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,2025-05-19,2000,516.5,0.26
1873,MELISSA,COLEÇÃO 2025,COLMEIA,VERNIZ,VERNIZ LOCALIZADO,2025-05-19,2000,402.5,0.2
3976,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,VERNIZ,VERNIZ LOCALIZADO,2025-05-19,2000,402.5,0.2
3976,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,HOT,HOT STAMPING,2025-05-19,2000,1628.0,0.81
não especificado,PROTOTIPO,COLEÇÃO 2026,MELISSA/ORIGEM/BOSSA NOVA,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-05-19,1580,584.6,0.37
não especificado,PROTOTIPO,COLEÇÃO 2026,PRAIA/POLEN/ORIGENS,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-05-19,1148,490.0,0.43
1873,MELISSA,COLEÇÃO 2025,COLMEIA,HOT,HOT STAMPING,2025-05-26,2000,1628.0,0.81
não especificado,PROTOTIPO,COLEÇÃO 2026,GRAVAÇÃO DE TELA PARA PROTÓTIPOS,VERNIZ,VERNIZ LOCALIZADO,2025-05-26,15,3300.0,220.0
não especificado,PROTOTIPO,COLEÇÃO 2026,REVISTA NAMORADOS/CARTÃO CAIXA/FABULA,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-05-26,200,490.0,2.45
não especificado,PROTOTIPO,COLEÇÃO 2026,PLANNER REVISTA,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-05-26,69,165.6,2.4
não especificado,PROTOTIPO,COLEÇÃO 2026,CADERNO+FICHARIO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-05-26,644,490.0,0.76
não especificado,COLEÇÃO 2025,AVULSO,KIT REVISTA NAMORADOS,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-05-26,22,52.8,2.4
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-05-26,674,490.0,0.73
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-06-02,15,36.0,2.4
não especificado,PERSONALIZADO,2025,PERSONALIZADO,VERNIZ,VERNIZ LOCALIZADO,2025-06-02,15,452.0,30.13
não especificado,PROTOTIPO,COLEÇÃO 2026,POLEN/BOSS ANOVA/FABULA,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-06-02,90,216.0,2.4
não especificado,PROTOTIPO,COLEÇÃO 2026,LUVA BB FABULA,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-06-02,56,134.0,2.39
não especificado,PROTOTIPO,COLEÇÃO 2026,LAMINAS COLEÇÃO 2026,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-06-02,404,490.0,1.21
não especificado,PROTOTIPO,COLEÇÃO 2026,LAMINAS CATALOGO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-06-02,490,490.0,1.0
não especificado,PROTOTIPO,COLEÇÃO 2026,GRAVAÇÃO DE TELA PARA PROTÓTIPOS,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-06-02,3,660.0,220.0
5529/5543,BOSSA NOVA,FRESCOR 2024,BOÊMIA,LAMINAÇÃO,LAM. FOSCA FR,2025-06-02,3000,987.0,0.33
não especificado,BOSSA NOVA,FRESCOR 2024,BOÊMIA,HOT,HOT STAMPING,2025-06-02,3000,2442.0,0.81
não especificado,CADERNO ORGANIZADOR,AVULSO,FORRO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-09,22640,4912.88,0.22
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-06-09,179,429.6,2.4
não especificado,PROTOTIPO,COLEÇÃO 2026,PLANNER LIBELULA,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-06-09,23,55.2,2.4
não especificado,PROTOTIPO,COLEÇÃO 2026,CAPAS LIBELULA,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-06-09,140,336.0,2.4
