CODIGO,TRABALHO,COLECAO,ARTE/HOT,SERVICO_GERAL,SERVICO_ESPECIFICO,DATA,QUANTIDADE,PRECO_TOTAL,PRECO_UNIT
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-09-20,265,340.0,1.28
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-09-20,29,46.4,1.6
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-09-20,380,450.0,1.18
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-09-20,275,340.0,1.24
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-09-20,12,19.2,1.6
não especificado,COLEÇÃO 2024,COLEÇÃO 2024,CAPAS,LAMINAÇÃO,LAM. FOSCA FR,2023-09-29,2150,1057.8,0.49
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-09-29,1250,773.75,0.62
2313,PASTEL BLOCK,FRESCOR 2023,SPORT,HOT,HOT STAMPING,2023-09-29,1000,670.0,0.67
2368,PASTEL BLOCK,FRESCOR 2023,SPORT,HOT,HOT STAMPING,2023-09-29,1000,670.0,0.67
2351,PASTEL BLOCK,FRESCOR 2023,SPORT,HOT,HOT STAMPING,2023-09-29,1100,737.0,0.67
2306,PASTEL BLOCK,FRESCOR 2023,SPORT,HOT,HOT STAMPING,2023-09-29,1000,670.0,0.67
2320,PASTEL BLOCK,FRESCOR 2023,SPORT,HOT,HOT STAMPING,2023-09-29,1000,670.0,0.67
2948,ASTRAL,COLEÇÃO 2024,CARTAS DO ZODÍACO,HOT,HOT STAMPING,2023-09-29,600,670.0,1.12
3860,KRAFT,COLEÇÃO 2024,2024,HOT,HOT STAMPING,2023-09-29,350,340.0,0.97
3945,KRAFT,COLEÇÃO 2024,LINHA E PONTO,HOT,HOT STAMPING,2023-09-29,1200,804.0,0.67
609,MELISSA,COLEÇÃO 2023,CAMINHO DAS ABELHAS,VERNIZ,VERNIZ LOCALIZADO,2023-09-29,1000,205.0,0.21
não especificado,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,2023-09-29,1,185.0,185.0
609,MELISSA,COLEÇÃO 2023,CAMINHO DAS ABELHAS,HOT,HOT STAMPING,2023-09-29,1000,340.0,0.34
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-09-29,280,340.0,1.21
não especificado,PERSONALIZADO,2023,PERSONALIZADO,VERNIZ,VERNIZ LOCALIZADO AROMATIZADO,2023-09-29,280,290.0,1.04
não especificado,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,2023-09-29,1,185.0,185.0
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-09-29,27,43.2,1.6
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-09-29,63,100.8,1.6
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2023-09-29,20,40.0,2.0
não especificado,COLEÇÃO 2024,COLEÇÃO 2024,FORRO,LAMINAÇÃO,LAM. FOSCA FR,2023-09-29,3000,924.0,0.31
não especificado,COLEÇÃO 2023,COLEÇÃO 2023,CAPAS,LAMINAÇÃO,LAM. FOSCA FR,2023-09-29,1100,597.3,0.54
não especificado,COLEÇÃO 2024,COLEÇÃO 2024,CAPAS,LAMINAÇÃO,LAM. FOSCA FR,2023-10-03,1100,557.7,0.51
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-10-03,30,60.0,2.0
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-10-03,653,340.0,0.52
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-10-03,238,340.0,1.43
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-10-03,170,272.0,1.6
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-10-03,156,312.0,2.0
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-10-03,80,128.0,1.6
não especificado,PERSONALIZADO,2023,PERSONALIZADO,VERNIZ,VERNIZ LOCALIZADO,2023-10-03,80,205.0,2.56
não especificado,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,2023-10-03,1,185.0,185.0
2887,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,2023-10-03,550,1500.0,2.73
4577,PASTEL BLOCK,COLEÇÃO 2024,LISTRAS,HOT,HOT STAMPING,2023-10-03,600,670.0,1.12
3853,KRAFT,COLEÇÃO 2024,2024,HOT,HOT STAMPING,2023-10-17,550,670.0,1.22
2801,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,2023-10-17,580,1500.0,2.59
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-10-17,730,340.0,0.47
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2023-10-17,590,450.0,0.76
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-10-17,12,19.2,1.6
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-11-07,650,402.35,0.62
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2023-11-07,223,450.0,2.02
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2023-11-07,453,450.0,0.99
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-11-07,425,340.0,0.8
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2023-11-07,440,450.0,1.02
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-11-07,430,340.0,0.79
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-11-07,73,116.8,1.6
548,MELISSA,COLEÇÃO 2023,COLMEIA,VERNIZ,VERNIZ LOCALIZADO,2023-11-07,640,205.0,0.32
não especificado,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,2023-11-07,1,185.0,185.0
548,MELISSA,COLEÇÃO 2023,COLMEIA,HOT,HOT STAMPING,2023-11-07,640,670.0,1.05
4003,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,VERNIZ,VERNIZ LOCALIZADO,2023-11-07,860,264.0,0.31
não especificado,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,2023-11-07,1,185.0,185.0
4003,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,HOT,HOT STAMPING,2023-11-07,860,670.0,0.78
2870,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,2023-11-07,450,1500.0,3.33
2955,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,2023-11-07,450,1500.0,3.33
3907,KRAFT,COLEÇÃO 2024,LINHA E PONTO,HOT,HOT STAMPING,2023-11-13,550,670.0,1.22
2849,ASTRAL,COLEÇÃO 2024,CARTAS DO ZODÍACO,HOT,HOT STAMPING,2023-11-13,1000,750.0,0.75
2979,ASTRAL,COLEÇÃO 2024,CARTAS DO ZODÍACO,HOT,HOT STAMPING,2023-11-13,500,670.0,1.34
não especificado,COLEÇÃO 2024,COLEÇÃO 2024,MDF,LAMINAÇÃO,LAM. FOSCA FR,2023-11-13,53,84.8,1.6
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2023-11-13,68,136.0,2.0
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-11-13,1100,340.0,0.31
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2023-11-13,230,450.0,1.96
não especificado,COLEÇÃO 2024,COLEÇÃO 2024,CAPAS,LAMINAÇÃO,LAM. FOSCA FR,2023-11-13,1660,841.62,0.51
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2023-11-30,115,230.0,2.0
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-11-30,120,192.0,1.6
não especificado,COLEÇÃO 2024,COLEÇÃO 2024,CAPAS,LAMINAÇÃO,LAM. FOSCA FR,2023-11-30,1150,583.05,0.51
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-11-30,16,25.6,1.6
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2023-11-30,310,450.0,1.45
não especificado,COLEÇÃO 2024,COLEÇÃO 2024,MDF,LAMINAÇÃO,LAM. FOSCA FR,2023-11-30,3500,2166.5,0.62
2795,ASTRAL,COLEÇÃO 2024,CARTAS DO ZODÍACO,HOT,HOT STAMPING,2023-11-30,1000,1340.0,1.34
2764,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,2023-11-30,720,1500.0,2.08
4553,PASTEL BLOCK,COLEÇÃO 2024,SPORT,HOT,HOT STAMPING,2023-11-30,560,670.0,1.2
548,MELISSA,COLEÇÃO 2023,COLMEIA,VERNIZ,VERNIZ LOCALIZADO,2023-11-30,1500,307.5,0.21
não especificado,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,2023-11-30,1,185.0,185.0
548,MELISSA,COLEÇÃO 2023,COLMEIA,HOT,HOT STAMPING,2023-11-30,1500,1005.0,0.67
1873,MELISSA,COLEÇÃO 2023,COLMEIA,VERNIZ,VERNIZ LOCALIZADO,2023-11-30,1650,338.25,0.21
não especificado,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,2023-11-30,1,185.0,185.0
1873,MELISSA,COLEÇÃO 2023,COLMEIA,HOT,HOT STAMPING,2023-11-30,1650,1105.5,0.67
3983,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,VERNIZ,VERNIZ LOCALIZADO,2023-11-30,930,290.0,0.31
não especificado,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,2023-11-30,1,185.0,185.0
3983,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,HOT,HOT STAMPING,2023-11-30,930,670.0,0.72
3990,MELISSA,COLEÇÃO 2024,ONÇA,VERNIZ,VERNIZ LOCALIZADO,2023-11-30,500,340.0,0.68
não especificado,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,2023-11-30,1,185.0,185.0
3990,MELISSA,COLEÇÃO 2024,ONÇA,HOT,HOT STAMPING,2023-11-30,500,670.0,1.34
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-12-01,1480,916.12,0.62
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-12-01,317,340.0,1.07
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-12-01,14,22.4,1.6
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-12-01,340,340.0,1.0
4560,PASTEL BLOCK,COLEÇÃO 2024,2024,HOT,HOT STAMPING,2023-12-01,430,340.0,0.79
4539,PASTEL BLOCK,COLEÇÃO 2024,LISTRAS,HOT,HOT STAMPING,2023-12-01,500,1340.0,2.68
4621,PASTEL BLOCK,COLEÇÃO 2024,LISTRAS,HOT,HOT STAMPING,2023-12-01,350,670.0,1.91
4614,PASTEL BLOCK,COLEÇÃO 2024,2024,HOT,HOT STAMPING,2023-12-01,400,340.0,0.85
4591,PASTEL BLOCK,COLEÇÃO 2024,2024,HOT,HOT STAMPING,2023-12-01,400,340.0,0.85
4034,MELISSA,COLEÇÃO 2024,COLMEIA,HOT,HOT STAMPING,2023-12-01,1120,750.4,0.67
2818,ASTRAL,COLEÇÃO 2024,CARTAS DO ZODÍACO,HOT,HOT STAMPING,2023-12-01,1100,1474.0,1.34
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2023-12-13,388,450.0,1.16
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2023-12-13,290,450.0,1.55
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-12-13,355,340.0,0.96
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-12-13,10,16.0,1.6
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2023-12-13,45,90.0,2.0
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2023-12-13,54,108.0,2.0
não especificado,FRESCOR 2024,FRESCOR 2024,CAPAS,LAMINAÇÃO,LAM.SUPER FOSCA FR,2023-12-13,110,220.0,2.0
não especificado,KRAFT,COLEÇÃO 2024,2024,HOT,HOT STAMPING,2023-12-13,800,340.0,0.43
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2023-12-14,115,230.0,2.0
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-12-14,85,136.0,1.6
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-12-14,405,450.0,1.11
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-12-14,93,148.8,1.6
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-12-14,335,340.0,1.01
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-12-14,155,248.0,1.6
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-12-14,440,450.0,1.02
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-12-14,45,72.0,1.6
não especificado,COLEÇÃO 2023,COLEÇÃO 2023,CAPAS,LAMINAÇÃO,LAM. FOSCA FR,2023-12-14,2490,1319.7,0.53
4089,MELISSA,COLEÇÃO 2024,COLMEIA,VERNIZ,VERNIZ LOCALIZADO,2023-12-14,450,205.0,0.46
não especificado,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,2023-12-14,1,185.0,185.0
4089,MELISSA,COLEÇÃO 2024,COLMEIA,HOT,HOT STAMPING,2023-12-14,450,670.0,1.49
4010,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,VERNIZ,VERNIZ LOCALIZADO,2023-12-14,750,264.0,0.35
não especificado,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,2023-12-14,1,185.0,185.0
4010,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,HOT,HOT STAMPING,2023-12-14,750,670.0,0.89
4041,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,VERNIZ,VERNIZ LOCALIZADO,2023-12-14,760,290.0,0.38
não especificado,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,2023-12-14,1,185.0,185.0
4041,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,HOT,HOT STAMPING,2023-12-14,760,670.0,0.88
9023,PASTEL BLOCK,FRESCOR 2022,COLOR,HOT,HOT STAMPING,2023-12-14,750,670.0,0.89
2900,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,2023-12-14,660,1500.0,2.27
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2023-12-19,19,38.0,2.0
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2023-12-19,15,30.0,2.0
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2023-12-19,86,172.0,2.0
não especificado,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2023-12-19,40,64.0,1.6
4676,PASTEL BLOCK,COLEÇÃO 2024,MDF,HOT,HOT STAMPING,2023-12-19,580,1010.0,1.74
4973,POLEN,COLEÇÃO 2024,MDF,HOT,HOT STAMPING,2023-12-19,540,340.0,0.63
4997,POLEN,COLEÇÃO 2024,MDF,HOT,HOT STAMPING,2023-12-19,540,340.0,0.63
4980,POLEN,COLEÇÃO 2024,MDF,HOT,HOT STAMPING,2023-12-19,540,340.0,0.63
4669,PASTEL BLOCK,COLEÇÃO 2024,MDF,HOT,HOT STAMPING,2023-12-19,540,1010.0,1.87
4669,PASTEL BLOCK,COLEÇÃO 2024,MDF,HOT,HOT STAMPING,2023-12-19,580,1165.8,2.01
4652,PASTEL BLOCK,COLEÇÃO 2024,MDF,HOT,HOT STAMPING,2023-12-19,580,1117.2,1.93
4133,MELISSA,,,VERNIZ,VERNIZ LOCALIZADO,2023-12-19,500,205.0,0.41
não especificado,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,2023-12-19,1,185.0,185.0
4133,MELISSA,COLEÇÃO 2024,MDF,HOT,HOT STAMPING,2023-12-19,500,670.0,1.34
4133,MELISSA,COLEÇÃO 2024,MDF,VERNIZ,VERNIZ LOCALIZADO,2023-12-19,530,205.0,0.39
não especificado,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,2023-12-19,1,185.0,185.0
4133,MELISSA,COLEÇÃO 2024,MDF,HOT,HOT STAMPING,2023-12-19,530,670.0,1.26
4164,MELISSA,COLEÇÃO 2024,MDF,VERNIZ,VERNIZ LOCALIZADO,2023-12-19,550,205.0,0.37
não especificado,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,2023-12-19,1,185.0,185.0
4164,MELISSA,COLEÇÃO 2024,MDF,HOT,HOT STAMPING,2023-12-19,550,670.0,1.22
4140,MELISSA,COLEÇÃO 2024,MDF,VERNIZ,VERNIZ LOCALIZADO,2023-12-19,550,205.0,0.37
não especificado,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,2023-12-19,1,185.0,185.0
4140,MELISSA,COLEÇÃO 2024,MDF,HOT,HOT STAMPING,2023-12-19,550,737.0,1.34
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-10-07,240,450.0,1.88
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-10-07,31,68.2,2.2
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-10-07,290,450.0,1.55
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-10-07,38,83.6,2.2
548,MELISSA,COLEÇÃO 2023,COLMEIA,VERNIZ,VERNIZ LOCALIZADO,2024-10-07,1000,240.0,0.24
não especificado,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,2024-10-07,1,220.0,220.0
7035,KRAFT,COLEÇÃO 2025,FLORES MINI,HOT,HOT STAMPING,2024-10-07,1060,784.4,0.74
7035,KRAFT,COLEÇÃO 2025,FLORES MINI,HOT,HOT STAMPING,2024-10-07,1060,350.0,0.33
548,MELISSA,COLEÇÃO 2023,COLMEIA,HOT,HOT STAMPING,2024-10-07,965,740.0,0.77
548,MELISSA,COLEÇÃO 2023,COLMEIA,HOT,HOT STAMPING,2024-10-07,965,350.0,0.36
não especificado,COLEÇÃO 2025,COLEÇÃO 2025,CAPAS,LAMINAÇÃO,LAM. FOSCA FR,2024-10-07,1870,1157.53,0.62
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-10-07,520,360.0,0.69
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-10-07,360,450.0,1.25
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-10-07,120,264.0,2.2
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-10-07,9,19.8,2.2
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-10-07,70,154.0,2.2
2771,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,2024-10-07,2000,3000.0,1.5
5505/5499,BOSSA NOVA,FRESCOR 2024,BOÊMIA,HOT,HOT STAMPING,2024-10-07,2320,1716.8,0.74
5505/5499,BOSSA NOVA,FRESCOR 2024,BOÊMIA,HOT,HOT STAMPING,2024-10-07,2320,812.0,0.35
2795,ASTRAL,COLEÇÃO 2024,CARTAS DO ZODÍACO,HOT,HOT STAMPING,2024-10-07,2500,3750.0,1.5
5574,BOSSA NOVA,FRESCOR 2024,BOÊMIA,HOT,HOT STAMPING,2024-10-07,2000,1480.0,0.74
5574,BOSSA NOVA,FRESCOR 2024,BOÊMIA,HOT,HOT STAMPING,2024-10-07,2000,700.0,0.35
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-10-14,269,450.0,1.67
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-10-14,124,272.8,2.2
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-10-14,130,286.0,2.2
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-10-14,250,450.0,1.8
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-10-14,490,450.0,0.92
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-10-22,218,450.0,2.06
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-10-22,170,374.0,2.2
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-10-22,170,374.0,2.2
não especificado,PROTOTIPO,AVULSO,CAIXA,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-10-22,63,138.6,2.2
não especificado,MELISSA,COLEÇÃO 2025,CASA DAS ABELHAS,VERNIZ,VERNIZ LOCALIZADO,2024-10-22,280,220.0,0.79
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-10-25,230,450.0,1.96
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-10-25,10,22.0,2.2
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-10-25,20,44.0,2.2
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-10-25,238,450.0,1.89
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-10-25,40,88.0,2.2
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2024-11-11,300,360.0,1.2
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-11-11,130,286.0,2.2
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-11-11,740,450.0,0.61
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-11-26,510,450.0,0.88
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-11-26,490,450.0,0.92
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-11-26,420,450.0,1.07
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-11-26,290,450.0,1.55
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2024-11-26,140,308.0,2.2
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2024-11-26,710,439.49,0.62
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2024-11-26,640,360.0,0.56
7097,MELISSA,COLEÇÃO 2025,CASINHA DAS ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,2024-11-26,1000,309.5,0.31
7098,MELISSA,COLEÇÃO 2025,CASINHA DAS ABELHAS,VERNIZ,VERNIZ LOCALIZADO,2024-11-26,1000,240.0,0.24
4003,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,2024-11-26,1000,309.5,0.31
4003,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,VERNIZ,VERNIZ LOCALIZADO,2024-11-26,1000,240.0,0.24
609,MELISSA,COLEÇÃO 2025,CAMINHO DAS ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,2024-11-26,2000,619.0,0.31
609,MELISSA,COLEÇÃO 2025,CAMINHO DAS ABELHAS,VERNIZ,VERNIZ LOCALIZADO,2024-11-26,2000,730.0,0.37
5529/5543,BOSSA NOVA,FRESCOR 2024,BOÊMIA,LAMINAÇÃO,LAM. FOSCA FR,2024-11-26,2000,619.0,0.31
não especificado,PERSONALIZADO,2024,PERSONALIZADO,HOT,HOT STAMPING,2024-11-26,690,790.0,1.14
não especificado,PROTOTIPO,FRESCOR 2025,LAGO/LITORAL,LAMINAÇÃO,LAM. FOSCA FR,2024-02-12,46,101.2,2.2
não especificado,PROTOTIPO,FRESCOR 2025,LAGO/LITORAL,LAMINAÇÃO,LAM. FOSCA FR,2024-02-12,28,61.6,2.2
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2024-02-12,128,281.6,2.2
não especificado,PROTOTIPO,FRESCOR 2025,LAGO/LITORAL,LAMINAÇÃO,LAM. FOSCA FR,2024-02-12,320,450.0,1.41
não especificado,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2024-02-12,163,358.6,2.2
